This is a model of Nomoto's that has been converted to Woosley's format









 198 2.2840 0.0300   2.182E+10   7.232E+00   4.520E+07   4.994E-01   0.000E+00  -5.153E+04   1.152E+01   3.070E+16
 199 2.3140 0.0400   2.313E+10   6.035E+00   4.218E+07   4.994E-01   0.000E+00   0.000E+00   1.154E+01   2.369E+16
 200 2.3540 0.0360   2.494E+10   5.130E+00   3.963E+07   4.994E-01   0.000E+00   0.000E+00   1.155E+01   1.876E+16
 201 2.3900 0.0320   2.660E+10   4.484E+00   3.762E+07   4.994E-01   0.000E+00   0.000E+00   1.156E+01   1.546E+16
 202 2.4220 0.0340   2.814E+10   3.943E+00   3.580E+07   4.994E-01   0.000E+00   0.000E+00   1.157E+01   1.285E+16
 203 2.4560 0.0330   2.974E+10   3.447E+00   3.397E+07   4.994E-01   0.000E+00   0.000E+00   1.158E+01   1.059E+16
 204 2.4890 0.0310   3.139E+10   3.034E+00   3.232E+07   4.994E-01   0.000E+00   0.000E+00   1.159E+01   8.801E+15
 205 2.5200 0.0270   3.292E+10   2.732E+00   3.101E+07   4.994E-01   0.000E+00   0.000E+00   1.160E+01   7.561E+15
 206 2.5470 0.0260   3.431E+10   2.470E+00   2.981E+07   4.994E-01   0.000E+00   0.000E+00   1.160E+01   6.533E+15
 207 2.5730 0.0250   3.567E+10   2.242E+00   2.869E+07   4.994E-01   0.000E+00   0.000E+00   1.161E+01   5.678E+15
 208 2.5980 0.0250   3.702E+10   2.044E+00   2.765E+07   4.994E-01   0.000E+00   0.000E+00   1.161E+01   4.963E+15
 209 2.6230 0.0260   3.839E+10   1.855E+00   2.660E+07   4.994E-01   0.000E+00   0.000E+00   1.162E+01   4.306E+15
 210 2.6490 0.0360   3.981E+10   1.691E+00   2.563E+07   4.994E-01   0.000E+00   0.000E+00   1.162E+01   3.763E+15
 211 2.6850 0.0450   4.186E+10   1.407E+00   2.379E+07   4.994E-01   0.000E+00   0.000E+00   1.163E+01   2.873E+15
 212 2.7300 0.0410   4.455E+10   1.196E+00   2.226E+07   4.994E-01   0.000E+00   0.000E+00   1.163E+01   2.263E+15
 213 2.7710 0.0350   4.712E+10   1.021E+00   2.087E+07   4.994E-01   0.000E+00   0.000E+00   1.164E+01   1.793E+15
 214 2.8060 0.0320   4.949E+10   8.964E-01   1.977E+07   4.994E-01   0.000E+00   0.000E+00   1.164E+01   1.478E+15
 215 2.8380 0.0320   5.165E+10   7.884E-01   1.873E+07   4.994E-01   0.000E+00   0.000E+00   1.164E+01   1.222E+15
 216 2.8700 0.0320   5.395E+10   6.819E-01   1.762E+07   4.994E-01   0.000E+00   0.000E+00   1.164E+01   9.846E+14
 217 2.9020 0.0300   5.639E+10   5.848E-01   1.663E+07   5.000E-01   0.000E+00   0.000E+00   1.178E+01   7.980E+14
 218 2.9320 0.0320   5.890E+10   4.976E-01   1.570E+07   5.000E-01   0.000E+00   0.000E+00   1.182E+01   6.391E+14
 219 2.9640 0.0280   6.162E+10   4.176E-01   1.477E+07   5.000E-01   0.000E+00   0.000E+00   1.188E+01   5.036E+14
 220 2.9920 0.0260   6.434E+10   3.580E-01   1.401E+07   5.000E-01   0.000E+00   0.000E+00   1.193E+01   4.091E+14
